"Player" "n" "RallyCount" "PDist" "Point" "Speed" "PrimerServei" "SegonServei" "DobleFalta" "Time" "Genere" "rally_min" "rally_partit" "Dist_min" "Dist_partit" "PercentatgePrimerServei" "PercentatgeSegonServei" "PercentatgeDobleFalta"
"maria camila osorio serrano" 5 692.5 14699.0015180302 596 153.410097634114 199 91 17 74.58 2 9.28533118798606 138.5 197.090393108476 2939.80030360603 64.8208469055375 29.6416938110749 5.53745928338762
"marcelo tomas barrios vera" 1 261 6397.30996363636 277 161.417083223227 104 30 1 37.4366666666667 1 6.97177455257768 261 170.88353566832 6397.30996363636 77.037037037037 22.2222222222222 0.740740740740741
"marc polmans" 2 586.5 13171.0468954248 512 161.616345639521 162 86 6 69.6133333333333 1 8.42511013215859 293.25 189.202933759215 6585.52344771242 63.7795275590551 33.8582677165354 2.36220472440945
"zhizhen zhang" 1 355 7119.67523809524 335 161.417083223227 119 52 1 38.6833333333333 1 9.1770788453253 355 184.05020003693 7119.67523809524 69.1860465116279 30.2325581395349 0.581395348837209
"juan ignacio londero" 4 1398 14921.7982725929 957 165.020935165382 295 153 22 118.696666666667 1 11.7779213120279 349.5 125.713709505403 3730.44956814823 62.7659574468085 32.5531914893617 4.68085106382979
"lorenzo sonego" 5 1192.5 24170.9493259241 1085 168.350195203264 349 166 21 176.023333333333 1 6.77467002480732 238.5 137.31673448174 4834.18986518483 65.1119402985075 30.9701492537313 3.91791044776119
"daniel elahi galan" 2 555.5 11916.5630397372 508 161.616345639521 172 68 4 67.11 1 8.27745492475041 277.75 177.56762091696 5958.28151986859 70.4918032786885 27.8688524590164 1.63934426229508
"emil ruusuvuori" 3 705.5 17620.5885652125 632 167.890063350744 199 108 10 84.6966666666667 1 8.32972568774843 235.166666666667 208.04347158738 5873.52952173749 62.7760252365931 34.0694006309148 3.15457413249211
"yasutaka uchiyama" 2 733.5 12496.2797389365 656 160.979922983933 199 125 9 91.8566666666667 1 7.98526690133178 366.75 136.041075649778 6248.13986946825 59.7597597597598 37.5375375375375 2.7027027027027
"gianluca mager" 3 780.5 17517.0733728223 767 177.767719189928 241 143 16 93.45 1 8.35205992509363 260.166666666667 187.448618221747 5839.02445760743 60.25 35.75 4
"alex bolt" 4 1252.5 13351.7925422485 774 166.788131991065 250 135 11 94.8533333333333 1 13.2045965701434 313.125 140.762502202507 3337.94813556212 63.1313131313131 34.0909090909091 2.77777777777778
"alexander bublik" 8 2302 28980.5902824287 1644 181.591024741079 461 319 68 228.733333333333 1 10.0641212474497 287.75 126.700336413999 3622.57378530359 54.3632075471698 37.6179245283019 8.0188679245283
"olga govortsova" 2 334 3741.39643493761 210 150.001224538443 72 21 3 26.6533333333333 2 12.5312656328164 167 140.372552586454 1870.69821746881 75 21.875 3.125
"clara tauson" 3 629.5 9218.5582020181 371 152.502777777778 108 72 10 46.9166666666666 2 13.417406749556 209.833333333333 196.487919048343 3072.85273400603 56.8421052631579 37.8947368421053 5.26315789473684
"jil teichmann" 3 351 8755.99225334523 334 154.663015295824 101 60 9 42.86 2 8.18945403639757 117 204.292866386963 2918.66408444841 59.4117647058824 35.2941176470588 5.29411764705882
"ellen perez" 1 117 2524.17053571429 117 161.417083223227 41 18 5 11.8533333333333 2 9.8706411698538 117 212.950270167123 2524.17053571429 64.0625 28.125 7.8125
"francesca jones" 1 187.5 2609.67798165138 113 155.542372881356 36 23 2 15.6733333333333 2 11.9629944704381 187.5 166.504337408638 2609.67798165138 59.0163934426229 37.7049180327869 3.27868852459016
"jodie burrage" 1 93 2168.24375 85 161.417083223227 24 12 1 11.03 2 8.43155031731641 93 196.576949229374 2168.24375 64.8648648648649 32.4324324324324 2.7027027027027
"veronika kudermetova" 4 872.5 13380.6236604558 726 158.848109211911 204 152 18 97.41 2 8.95698593573555 218.125 137.363963252806 3345.15591511396 54.5454545454545 40.6417112299465 4.81283422459893
"xinyu wang" 2 420 3887.48398653199 252 145.004891304348 65 61 9 29.63 2 14.1748228147148 210 131.200944533648 1943.741993266 48.1481481481481 45.1851851851852 6.66666666666667
"mihaela buzarnescu" 7 2146 15414.3416476146 1046 139.966670322819 333 147 19 142.37 2 15.073400295006 306.571428571429 108.26959083806 2202.04880680209 66.7334669338677 29.4589178356713 3.80761523046092
"danielle lao" 1 211 5163.68813559322 194 161.417083223227 74 26 2 29.54 2 7.14285714285714 211 174.803254420894 5163.68813559322 72.5490196078431 25.4901960784314 1.96078431372549
"kaja juvan" 6 1056 15409.5125406275 720 153.230907725447 214 130 14 89.49 2 11.8002011397922 176 172.192563868896 2568.25209010458 59.7765363128492 36.3128491620112 3.91061452513966
"nadia podoroska" 3 860.5 13999.7059391649 561 156.569943625567 178 86 16 71.3166666666667 2 12.0659032484225 286.833333333333 196.303425181092 4666.5686463883 63.5714285714286 30.7142857142857 5.71428571428571
"lesley pattinama kerkhove" 2 305 5114.56400076901 214 153.815211435315 68 35 9 26.7766666666667 2 11.390514129217 152.5 191.00824103457 2557.2820003845 60.7142857142857 31.25 8.03571428571429
"ana ivanovic" 2 497.5 5031.61114667885 316 150.963480885312 108 48 12 37.0033333333333 2 13.4447347085848 248.75 135.977240248956 2515.80557333942 64.2857142857143 28.5714285714286 7.14285714285714
"teliana pereira" 1 194.5 1068.70391208791 99 143.966101694915 42 19 0 13.23 2 14.7014361300076 194.5 80.7788293339312 1068.70391208791 68.8524590163934 31.1475409836066 0
"timea bacsinszky" 14 4786 31563.1999506599 2057 139.734396367235 671 308 28 297.58 2 16.083070098797 341.857142857143 106.066267728543 2254.51428218999 66.6335650446872 30.5858987090367 2.78053624627607
"guido andreozzi" 2 592.5 6516.1984047619 331 171.269727403156 113 56 10 44.9433333333333 1 13.1832678187347 296.25 144.986985198292 3258.09920238095 63.1284916201117 31.2849162011173 5.58659217877095
"daniel brands" 2 692.5 8459.28561067092 404 184.000400962309 139 64 11 50.0266666666666 1 13.8426172707889 346.25 169.095527931855 4229.64280533546 64.9532710280374 29.9065420560748 5.14018691588785
"jan satral" 1 384.5 6943.25226943005 196 166.809523809524 65 41 2 23.8133333333333 1 16.1464165733483 384.5 291.569944125003 6943.25226943005 60.1851851851852 37.962962962963 1.85185185185185
"mikhail youzhny" 3 1077.5 7419.45831032518 606 166.863582887701 207 122 8 75.87 1 14.2019243442731 359.166666666667 97.7917267737601 2473.15277010839 61.4243323442137 36.2017804154303 2.37388724035608
"bethanie mattek sands" 1 234.5 2783.12177777778 118 139.349206349206 35 28 0 16.3866666666667 2 14.3104149715215 234.5 169.840629237863 2783.12177777778 55.5555555555556 44.4444444444444 0
"anna lena friedsam" 2 643 7144.58673271173 255 154.941645408163 83 31 8 33.8233333333334 2 19.0105449886666 321.5 211.232484459793 3572.29336635587 68.0327868852459 25.4098360655738 6.55737704918033
"richel hogenkamp" 1 252.5 4173.31815789474 117 144.968253968254 42 21 5 15.5733333333333 2 16.2136130136987 252.5 267.978477604543 4173.31815789474 61.7647058823529 30.8823529411765 7.35294117647059
"naomi broady" 3 834.5 8548.27976038353 451 156.379541671741 133 88 8 62.6433333333334 2 13.3214494758687 278.166666666667 136.459528979676 2849.42658679451 58.0786026200873 38.4279475982533 3.49344978165939
"montserrat gonzalez" 1 187.5 3303.71185344828 117 154.206896551724 35 23 4 14.0733333333333 2 13.323069635244 187.5 234.749776417453 3303.71185344828 56.4516129032258 37.0967741935484 6.45161290322581
"kayla day" 1 147 2540.78050574713 88 154.56 33 17 2 9.66333333333333 2 15.2121421179717 147 262.930028190459 2540.78050574713 63.4615384615385 32.6923076923077 3.84615384615385
"cagla buyukakcay" 1 254 4253.59475806452 125 147.53125 47 17 2 18.55 2 13.6927223719677 254 229.30429962612 4253.59475806452 71.2121212121212 25.7575757575758 3.03030303030303
"alexander ward" 2 553 2805.75795402685 352 168.606529209622 123 61 10 42.94 1 12.8784350256171 276.5 65.3413589666244 1402.87897701342 63.4020618556701 31.4432989690722 5.15463917525773
"marcus willis" 1 280 1580.72557894737 157 169.382716049383 47 34 3 16.95 1 16.5191740412979 280 93.2581462505823 1580.72557894737 55.952380952381 40.4761904761905 3.57142857142857
"matthew barton" 1 290 1358.43161885246 245 179.136752136752 72 45 8 31.15 1 9.30979133226324 290 43.6093617609136 1358.43161885246 57.6 36 6.4
"gerald melzer" 1 725.5 3974.26821086262 325 164.927152317881 103 50 5 44.4966666666667 1 16.3045921042775 725.5 89.3160883406087 3974.26821086262 65.1898734177215 31.6455696202532 3.16455696202532
"luca vanni" 1 95.5 554.1201 51 172.62962962963 15 12 2 6.78666666666667 1 14.0717092337917 95.5 81.6483447937131 554.1201 51.7241379310345 41.3793103448276 6.89655172413793
"victor estrella burgos" 2 1126 7434.32997627437 453 168.79826007326 163 74 9 60.9166666666667 1 18.484268125855 563 122.040984562643 3717.16498813718 66.260162601626 30.0813008130081 3.65853658536585
"andrew whittington" 1 243.5 1205.02936111111 185 171.758620689655 47 40 5 24.2266666666667 1 10.0509080902587 243.5 49.7397920106401 1205.02936111111 51.0869565217391 43.4782608695652 5.43478260869565
"annika beck" 1 353.5 1746.15810457516 157 128.926829268293 60 22 8 20.2033333333333 2 17.4971126876753 353.5 86.4292082779325 1746.15810457516 66.6666666666667 24.4444444444444 8.88888888888889
"destanee aiava" 1 280 1491.48767605634 146 154.206349206349 41 22 7 18.4166666666667 2 15.2036199095022 280 80.985756165955 1491.48767605634 58.5714285714286 31.4285714285714 10
"rebecca sramkova" 1 151.5 750.795414414414 113 141.720930232558 23 21 4 13.0166666666667 2 11.6389244558258 151.5 57.6795452815169 750.795414414414 47.9166666666667 43.75 8.33333333333333
"galina voskoboeva" 1 172 843.58743 119 148.096153846154 35 17 2 13.6066666666667 2 12.640862322391 172 61.998096276335 843.58743 64.8148148148148 31.4814814814815 3.7037037037037
"arina rodionova" 1 251.5 1456.37789473684 100 142.08 41 9 2 13.4066666666667 2 18.7593237195425 251.5 108.630872307571 1456.37789473684 78.8461538461538 17.3076923076923 3.84615384615385
"elizaveta kulichkova" 1 201.5 913.744805555555 111 152.615384615385 34 18 4 15.1633333333333 2 13.2886348648055 201.5 60.2601542463546 913.744805555555 60.7142857142857 32.1428571428571 7.14285714285714
"arthur de greef" 1 361 2617.62552258065 196 165.443037974684 55 41 3 26.1566666666667 1 13.8014527845036 361 100.074889355702 2617.62552258065 55.5555555555556 41.4141414141414 3.03030303030303
"renzo olivo" 1 602.5 4025.29024390244 327 162.032051282051 110 48 4 42.4733333333333 1 14.1853712133103 602.5 94.772176516303 4025.29024390244 67.9012345679012 29.6296296296296 2.46913580246914
"geoffrey blancaneaux" 1 275.5 1599.66132352941 142 163.140625 43 21 8 20.12 1 13.6928429423459 275.5 79.5060299964915 1599.66132352941 59.7222222222222 29.1666666666667 11.1111111111111
"jc aragone" 1 275 1287.89282278481 162 167.686746987952 56 29 2 20.7566666666667 1 13.2487554199454 275 62.0471891497418 1287.89282278481 64.367816091954 33.3333333333333 2.29885057471264
"ruben bemelmans" 4 1229.5 6649.2877755405 869 173.803290418651 304 146 12 106.326666666667 1 11.5634209041319 307.375 62.5364076952208 1662.32194388513 65.8008658008658 31.6017316017316 2.5974025974026
"santiago giraldo" 1 232.5 1258.9336097561 126 149.206896551724 31 27 2 17.2366666666667 1 13.4886869077548 232.5 73.0381131167722 1258.9336097561 51.6666666666667 45 3.33333333333333
"brienne minor" 1 185.5 1045.63420338983 124 149.86 32 19 8 12.6633333333333 2 14.6485917346671 185.5 82.5717981092261 1045.63420338983 54.2372881355932 32.2033898305085 13.5593220338983
"misa eguchi" 1 187.5 896.481470588235 95 127.973684210526 30 9 3 11.45 2 16.3755458515284 187.5 78.2953249422039 896.481470588235 71.4285714285714 21.4285714285714 7.14285714285714
"nicolas kicker" 1 347.5 1810.04639247312 187 168.174418604651 59 28 0 23.4 1 14.8504273504274 347.5 77.3524099347487 1810.04639247312 67.816091954023 32.183908045977 0
"irina falconi" 1 346 1833.119568 126 141.307692307692 42 25 2 17.5233333333333 2 19.7451017690698 346 104.610209320906 1833.119568 60.8695652173913 36.231884057971 2.89855072463768
"laura robson" 1 145 690.740890909091 111 153.021276595745 33 17 3 13.2466666666667 2 10.9461499748364 145 52.1445061078829 690.740890909091 62.2641509433962 32.0754716981132 5.66037735849057
"francoise abanda" 1 305 1530.73104123711 201 145.127659574468 63 33 6 23.2333333333333 2 13.1276901004304 305 65.8851237261311 1530.73104123711 61.7647058823529 32.3529411764706 5.88235294117647
"mirza basic" 1 244 1348.35609756098 150 168.566265060241 50 33 0 17.9833333333333 1 13.5681186283596 244 74.9780962499156 1348.35609756098 60.2409638554217 39.7590361445783 0
"michael mmoh" 1 502 3296.63187250996 255 166.246031746032 76 50 4 38.6866666666667 1 12.9760468723074 502 85.2136448175932 3296.63187250996 58.4615384615385 38.4615384615385 3.07692307692308
"jason kubler" 1 363.5 2367.98179428571 179 159.136363636364 57 31 3 26.49 1 13.7221593053983 363.5 89.3915362131261 2367.98179428571 62.6373626373626 34.0659340659341 3.2967032967033
"nicolas jarry" 2 586 4380.73524634044 539 170.358276069622 182 93 6 72.3933333333334 1 8.09466801731282 293 60.5129650014795 2190.36762317022 64.7686832740214 33.0960854092527 2.13523131672598
"asia muhammad" 1 222 1530.52209174312 116 144.383333333333 34 27 2 15.8 2 14.0506329113924 222 96.8684868191848 1530.52209174312 53.968253968254 42.8571428571429 3.17460317460317
"anna kalinskaya" 3 772.5 7668.96240039123 465 153.512012721114 147 70 15 61.2 2 12.6225490196078 257.5 125.309843143648 2556.32080013041 63.3620689655172 30.1724137931034 6.46551724137931
"patty schnyder" 1 306 2319.28766447368 157 137.828947368421 48 30 2 22.0966666666667 2 13.8482425705234 306 104.960974406713 2319.28766447368 60 37.5 2.5
"rebecca peterson" 4 1037.5 14237.790894619 628 152.4813095201 224 102 25 97.5466666666666 2 10.6359349371241 259.375 145.958763955225 3559.44772365474 63.8176638176638 29.0598290598291 7.12250712250712
"anhelina kalinina" 4 1076.5 10190.9807494719 549 149.585877201024 154 79 15 80.8666666666667 2 13.3120362737016 269.125 126.022020809627 2547.74518736796 62.0967741935484 31.8548387096774 6.04838709677419
"yafan wang" 4 1112 9199.20031600338 486 151.313808130872 149 73 7 69.0033333333334 2 16.1151635186706 278 133.315303357375 2299.80007900085 65.0655021834061 31.8777292576419 3.05676855895197
"julia glushko" 1 123 776.028517647059 88 153.487804878049 30 11 3 10.0266666666667 2 12.2672872340425 123 77.3964612015016 776.028517647059 68.1818181818182 25 6.81818181818182
"francesca di lorenzo" 1 217.5 1430.37701052632 99 150.056603773585 32 21 2 13.5166666666667 2 16.0912453760789 217.5 105.823206697385 1430.37701052632 58.1818181818182 38.1818181818182 3.63636363636364
"yannick maden" 1 297 1507.915465 203 163 73 35 5 25.16 1 11.8044515103339 297 59.9330470985692 1507.915465 64.6017699115044 30.9734513274336 4.42477876106195
"dennis novak" 2 679.5 7697.53505962855 514 169.209086079189 172 79 10 58.9833333333333 1 11.5202034473015 339.75 130.503561338715 3848.76752981427 65.9003831417624 30.2681992337165 3.83141762452107
"katy dunne" 1 239 1735.28792771084 169 145.492537313433 42 25 5 18.69 2 12.7875869448903 239 92.8457960251921 1735.28792771084 58.3333333333333 34.7222222222222 6.94444444444444
"jannik sinner" 6 2777 40130.2747482655 1631 171.673200048661 442 320 29 217.436666666667 1 12.771535006362 462.833333333333 184.560752165069 6688.37912471091 55.8786346396966 40.4551201011378 3.66624525916561
"guillermo garcia lopez" 1 301.5 1829.08815697674 177 167.810526315789 58 40 2 23.6833333333333 1 12.7304714989444 301.5 77.2310270363157 1829.08815697674 58 40 2
"whitney osuigwe" 2 461 3899.4736150723 254 155.151816154928 78 39 9 33.3633333333333 2 13.817564192227 230.5 116.879017336566 1949.73680753615 61.9047619047619 30.952380952381 7.14285714285714
"catherine mcnally" 3 599.5 6310.19072672452 414 157.836819884637 143 53 16 56.4866666666666 2 10.6131240410717 199.833333333333 111.711154137694 2103.39690890817 67.4528301886792 25 7.54716981132075
"paul jubb" 1 256.5 3454.33125991189 231 161.664939236019 68 47 4 27.2266666666667 1 9.42091087169441 256.5 126.873087411063 3454.33125991189 57.1428571428571 39.4957983193277 3.36134453781513
"giulia gatto monticone" 1 220.5 1390.91809756098 126 151.307692307692 39 26 4 15.9066666666667 2 13.8621123218776 220.5 87.4424621266331 1390.91809756098 56.5217391304348 37.6811594202899 5.79710144927536
"astra sharma" 3 393.5 8721.7795878891 371 159.820313149566 111 67 7 47.64 2 8.25986565910999 131.166666666667 183.076817545951 2907.2598626297 60 36.2162162162162 3.78378378378378
"mikael ymer" 4 1384.5 28688.7691343593 1042 162.457677214987 313 159 15 154.696666666667 1 8.94977267340387 346.125 185.451760225555 7172.19228358982 64.2710472279261 32.6488706365503 3.08008213552361
"go soeda" 1 312.5 1880.0282208589 168 163.837209302326 55 31 2 24.25 1 12.8865979381443 312.5 77.5269369426351 1880.0282208589 62.5 35.2272727272727 2.27272727272727
"tommy paul" 2 643 8934.06884225839 412 163.831750572082 137 63 6 59.3033333333333 1 10.8425608453713 321.5 150.650365503767 4467.03442112919 66.504854368932 30.5825242718447 2.9126213592233
"andrej martin" 1 222 2392.11257591623 201 160.54276274464 66 33 2 26.1733333333333 1 8.48191543555783 222 91.3950296452967 2392.11257591623 65.3465346534654 32.6732673267327 1.98019801980198
"federico coria" 3 785.5 14569.16225 618 168.074985166165 187 105 11 78.6733333333333 1 9.98432336242692 261.833333333333 185.185521354123 4856.38741666667 61.7161716171617 34.6534653465347 3.63036303630363
"barbara haas" 1 97.5 1473.52725581395 88 143.275 30 11 3 11.7866666666667 2 8.27205882352939 97.5 125.016452699147 1473.52725581395 68.1818181818182 25 6.81818181818182
"katarzyna kawa" 1 146.5 1761.82601351351 150 160.54276274464 39 21 7 17.88 2 8.19351230425056 146.5 98.5361305097041 1761.82601351351 58.2089552238806 31.3432835820896 10.4477611940298
"patricia maria tig" 2 288 5183.36937330136 258 161.179185400227 79 41 7 34.67 2 8.30689356792616 144 149.505894816884 2591.68468665068 62.2047244094488 32.2834645669291 5.51181102362205
"holger vitus nodskov rune" 1 347 5179.34271657754 192 167.449438202247 54 35 5 27.1066666666667 1 12.80127889818 347 191.07265309558 5179.34271657754 57.4468085106383 37.2340425531915 5.31914893617021
"emilio nava" 1 225 5031.27876642336 229 182.346153846154 64 40 8 30.3233333333333 1 7.42002858085084 225 165.921032200397 5031.27876642336 57.1428571428571 35.7142857142857 7.14285714285714
"christopher eubanks" 1 410 5593.19002272727 274 180.821705426357 103 35 7 34.9666666666667 1 11.7254528122021 410 159.957769954069 5593.19002272727 71.0344827586207 24.1379310344828 4.82758620689655
"arthur rinderknech" 3 1003 22290.8496643217 969 180.845958959275 333 156 14 137.913333333333 1 7.27268332769372 334.333333333333 161.629402506321 7430.28322144057 66.2027833001988 31.013916500994 2.78330019880716
"carlos taberner" 1 280.5 7466.37197132617 289 172.3984375 87 48 9 42.8233333333333 1 6.55016735424613 280.5 174.352891056111 7466.37197132617 60.4166666666667 33.3333333333333 6.25
"cem ilkel" 1 225 5229.6783919598 204 166.067961165049 71 38 4 27.8866666666667 1 8.06837198183121 225 187.533291607451 5229.6783919598 62.8318584070796 33.6283185840708 3.53982300884956
"sam riffice" 1 315.5 4325.54651162791 180 161.476744186047 49 40 9 25.1466666666667 1 12.546394485684 315.5 172.012719179264 4325.54651162791 50 40.8163265306122 9.18367346938776
"storm sanders" 1 140.5 2833.21753846154 132 142.536231884058 51 18 5 16.4733333333333 2 8.52893565358156 140.5 171.98811443514 2833.21753846154 68.9189189189189 24.3243243243243 6.75675675675676
"nuria parrizas diaz" 1 223.5 6169.41364102564 197 140.350515463918 80 20 4 28.0466666666667 2 7.96886142144045 223.5 219.969585489386 6169.41364102564 76.9230769230769 19.2307692307692 3.84615384615385
"ashlyn krueger" 1 240 5549.26702702703 224 160.355140186916 68 41 4 30.9633333333333 2 7.7511034557003 240 179.220595124137 5549.26702702703 60.1769911504425 36.283185840708 3.53982300884956
"rebecca marino" 1 244 2558.90642201835 111 155.074074074074 36 21 0 12.6933333333333 2 19.2226890756303 244 201.594518541362 2558.90642201835 63.1578947368421 36.8421052631579 0
"olga danilovic" 1 110 2794.94560606061 134 154.375 48 16 6 17.6233333333333 2 6.24172498581427 110 158.593471121276 2794.94560606061 68.5714285714286 22.8571428571429 8.57142857142857
"jack draper" 1 303.5 4690.62435483871 189 174.808080808081 63 39 5 24.0466666666667 1 12.6212919323537 303.5 195.06339152365 4690.62435483871 58.8785046728972 36.4485981308411 4.67289719626168
"pedro sousa" 1 174 3846.45804597701 181 161.815608055815 63 34 7 21.7066666666667 1 8.0159705159705 174 177.201691307294 3846.45804597701 60.5769230769231 32.6923076923077 6.73076923076923
"benjamin bonzi" 2 666 11961.3935403727 528 170.784516356674 165 99 6 66.9633333333333 1 9.94574145054508 333 178.626017328478 5980.69677018634 61.1111111111111 36.6666666666667 2.22222222222222
"samantha murray sharan" 1 130 3008.884 127 161.815608055815 40 26 7 15.78 2 8.2382762991128 130 190.677059569075 3008.884 54.7945205479452 35.6164383561644 9.58904109589041
